longitude,latitude,crop
-121.51176470588236,40.0,BARLEY
-122.5,39.990990990990994,BARLEY
-122.48823529411764,39.990990990990994,BARLEY
-122.47647058823529,39.990990990990994,BARLEY
-122.46470588235294,39.990990990990994,BARLEY
-122.45294117647059,39.990990990990994,BARLEY
-122.44117647058823,39.990990990990994,BARLEY
-122.42941176470588,39.990990990990994,BARLEY
-122.41764705882353,39.990990990990994,BARLEY
-122.40588235294118,39.990990990990994,BARLEY
-122.39411764705882,39.990990990990994,BARLEY
-122.38235294117646,39.990990990990994,BARLEY
-122.37058823529412,39.990990990990994,BARLEY
-122.35882352941177,39.990990990990994,BARLEY
-122.34705882352941,39.990990990990994,BARLEY
-122.33529411764705,39.990990990990994,BARLEY
-122.32352941176471,39.990990990990994,BARLEY
-122.31176470588235,39.990990990990994,BARLEY
-122.3,39.990990990990994,BARLEY
-122.28823529411764,39.990990990990994,BARLEY
-122.2764705882353,39.990990990990994,BARLEY
-122.26470588235294,39.990990990990994,BARLEY
-122.25294117647059,39.990990990990994,BARLEY
-122.24117647058823,39.990990990990994,BARLEY
-122.22941176470589,39.990990990990994,BARLEY
-122.21764705882353,39.990990990990994,BARLEY
-122.20588235294117,39.990990990990994,BARLEY
-122.19411764705882,39.990990990990994,BARLEY
-122.18235294117648,39.990990990990994,BARLEY
-122.17058823529412,39.990990990990994,BARLEY
-122.15882352941176,39.990990990990994,BARLEY
-122.1470588235294,39.990990990990994,BARLEY
-122.13529411764706,39.990990990990994,BARLEY
-122.12352941176471,39.990990990990994,BARLEY
-122.11176470588235,39.990990990990994,BARLEY
-122.1,39.990990990990994,BARLEY
-122.08823529411765,39.990990990990994,BARLEY
-122.0764705882353,39.990990990990994,BARLEY
-122.06470588235294,39.990990990990994,BARLEY
-122.05294117647058,39.990990990990994,BARLEY
-122.04117647058824,39.990990990990994,BARLEY
-122.02941176470588,39.990990990990994,BARLEY
-122.01764705882353,39.990990990990994,BARLEY
-122.00588235294117,39.990990990990994,BARLEY
-121.99411764705883,39.990990990990994,BARLEY
-121.98235294117647,39.990990990990994,BARLEY
-121.97058823529412,39.990990990990994,BARLEY
-121.95882352941176,39.990990990990994,BARLEY
-121.94705882352942,39.990990990990994,BARLEY
-121.93529411764706,39.990990990990994,BARLEY
-121.9235294117647,39.990990990990994,BARLEY
-121.91176470588235,39.990990990990994,BARLEY
-121.9,39.990990990990994,BARLEY
-121.88823529411765,39.990990990990994,BARLEY
-121.87647058823529,39.990990990990994,BARLEY
-121.86470588235294,39.990990990990994,BARLEY
-121.8529411764706,39.990990990990994,BARLEY
-121.84117647058824,39.990990990990994,BARLEY
-121.82941176470588,39.990990990990994,BARLEY
-121.81764705882352,39.990990990990994,BARLEY
-121.80588235294118,39.990990990990994,BARLEY
-121.79411764705883,39.990990990990994,BARLEY
-121.78235294117647,39.990990990990994,BARLEY
-121.77058823529411,39.990990990990994,BARLEY
-121.75882352941177,39.990990990990994,BARLEY
-121.74705882352941,39.990990990990994,BARLEY
-121.73529411764706,39.990990990990994,BARLEY
-121.7235294117647,39.990990990990994,BARLEY
-121.71176470588236,39.990990990990994,BARLEY
-121.7,39.990990990990994,BARLEY
-121.68823529411765,39.990990990990994,BARLEY
-121.67647058823529,39.990990990990994,BARLEY
-121.66470588235295,39.990990990990994,BARLEY
-121.65294117647059,39.990990990990994,BARLEY
-121.64117647058823,39.990990990990994,BARLEY
-121.62941176470588,39.990990990990994,BARLEY
-121.61764705882354,39.990990990990994,BARLEY
-121.60588235294118,39.990990990990994,BARLEY
-121.59411764705882,39.990990990990994,BARLEY
-121.58235294117647,39.990990990990994,BARLEY
-121.57058823529412,39.990990990990994,BARLEY
-121.55882352941177,39.990990990990994,BARLEY
-121.54705882352941,39.990990990990994,BARLEY
-121.53529411764706,39.990990990990994,BARLEY
-121.52352941176471,39.990990990990994,BARLEY
-121.51176470588236,39.990990990990994,BARLEY
-122.5,39.98198198198198,BARLEY
-122.48823529411764,39.98198198198198,BARLEY
-122.47647058823529,39.98198198198198,BARLEY
-122.46470588235294,39.98198198198198,BARLEY
-122.45294117647059,39.98198198198198,BARLEY
-122.44117647058823,39.98198198198198,BARLEY
-122.42941176470588,39.98198198198198,BARLEY
-122.41764705882353,39.98198198198198,BARLEY
-122.40588235294118,39.98198198198198,BARLEY
-122.39411764705882,39.98198198198198,BARLEY
-122.38235294117646,39.98198198198198,BARLEY
-122.37058823529412,39.98198198198198,BARLEY
-122.35882352941177,39.98198198198198,BARLEY
-122.34705882352941,39.98198198198198,BARLEY
-122.33529411764705,39.98198198198198,BARLEY
-122.32352941176471,39.98198198198198,BARLEY
-122.31176470588235,39.98198198198198,BARLEY
-122.3,39.98198198198198,BARLEY
-122.28823529411764,39.98198198198198,BARLEY
-122.2764705882353,39.98198198198198,BARLEY
-122.26470588235294,39.98198198198198,BARLEY
-122.25294117647059,39.98198198198198,BARLEY
-122.24117647058823,39.98198198198198,BARLEY
-122.22941176470589,39.98198198198198,BARLEY
-122.21764705882353,39.98198198198198,BARLEY
-122.20588235294117,39.98198198198198,BARLEY
-122.19411764705882,39.98198198198198,BARLEY
-122.18235294117648,39.98198198198198,BARLEY
-122.17058823529412,39.98198198198198,BARLEY
-122.15882352941176,39.98198198198198,BARLEY
-122.1470588235294,39.98198198198198,BARLEY
-122.13529411764706,39.98198198198198,BARLEY
-122.12352941176471,39.98198198198198,BARLEY
-122.11176470588235,39.98198198198198,BARLEY
-122.1,39.98198198198198,BARLEY
-122.08823529411765,39.98198198198198,BARLEY
-122.0764705882353,39.98198198198198,BARLEY
-122.06470588235294,39.98198198198198,BARLEY
-122.05294117647058,39.98198198198198,BARLEY
-122.04117647058824,39.98198198198198,BARLEY
-122.02941176470588,39.98198198198198,BARLEY
-122.01764705882353,39.98198198198198,BARLEY
-122.00588235294117,39.98198198198198,BARLEY
-121.99411764705883,39.98198198198198,BARLEY
-121.98235294117647,39.98198198198198,BARLEY
-121.97058823529412,39.98198198198198,BARLEY
-121.95882352941176,39.98198198198198,BARLEY
-121.94705882352942,39.98198198198198,BARLEY
-121.93529411764706,39.98198198198198,BARLEY
-121.9235294117647,39.98198198198198,BARLEY
-121.91176470588235,39.98198198198198,BARLEY
-121.9,39.98198198198198,BARLEY
-121.88823529411765,39.98198198198198,BARLEY
-121.87647058823529,39.98198198198198,BARLEY
-121.86470588235294,39.98198198198198,BARLEY
-121.8529411764706,39.98198198198198,BARLEY
-121.84117647058824,39.98198198198198,BARLEY
-121.82941176470588,39.98198198198198,BARLEY
-121.81764705882352,39.98198198198198,BARLEY
-121.80588235294118,39.98198198198198,BARLEY
-121.79411764705883,39.98198198198198,BARLEY
-121.78235294117647,39.98198198198198,BARLEY
-121.77058823529411,39.98198198198198,BARLEY
-121.75882352941177,39.98198198198198,BARLEY
-121.74705882352941,39.98198198198198,BARLEY
-121.73529411764706,39.98198198198198,BARLEY
-121.7235294117647,39.98198198198198,BARLEY
-121.71176470588236,39.98198198198198,BARLEY
-121.7,39.98198198198198,BARLEY
-121.68823529411765,39.98198198198198,BARLEY
-121.67647058823529,39.98198198198198,BARLEY
-121.66470588235295,39.98198198198198,BARLEY
-121.65294117647059,39.98198198198198,BARLEY
-121.64117647058823,39.98198198198198,BARLEY
-121.62941176470588,39.98198198198198,BARLEY
-121.61764705882354,39.98198198198198,BARLEY
-121.60588235294118,39.98198198198198,BARLEY
-121.59411764705882,39.98198198198198,BARLEY
-121.58235294117647,39.98198198198198,BARLEY
-121.57058823529412,39.98198198198198,BARLEY
-121.55882352941177,39.98198198198198,BARLEY
-121.54705882352941,39.98198198198198,BARLEY
-121.53529411764706,39.98198198198198,BARLEY
-121.52352941176471,39.98198198198198,BARLEY
-121.51176470588236,39.98198198198198,BARLEY
-122.5,39.972972972972975,BARLEY
-122.48823529411764,39.972972972972975,BARLEY
-122.47647058823529,39.972972972972975,BARLEY
-122.46470588235294,39.972972972972975,BARLEY
-122.45294117647059,39.972972972972975,BARLEY
-122.44117647058823,39.972972972972975,BARLEY
-122.42941176470588,39.972972972972975,BARLEY
-122.41764705882353,39.972972972972975,BARLEY
-122.40588235294118,39.972972972972975,BARLEY
-122.39411764705882,39.972972972972975,BARLEY
-122.38235294117646,39.972972972972975,BARLEY
-122.37058823529412,39.972972972972975,BARLEY
-122.35882352941177,39.972972972972975,BARLEY
-122.34705882352941,39.972972972972975,BARLEY
-122.33529411764705,39.972972972972975,BARLEY
-122.32352941176471,39.972972972972975,BARLEY
-122.31176470588235,39.972972972972975,BARLEY
-122.3,39.972972972972975,BARLEY
-122.28823529411764,39.972972972972975,BARLEY
-122.2764705882353,39.972972972972975,BARLEY
-122.26470588235294,39.972972972972975,BARLEY
-122.25294117647059,39.972972972972975,BARLEY
-122.24117647058823,39.972972972972975,BARLEY
-122.22941176470589,39.972972972972975,BARLEY
-122.21764705882353,39.972972972972975,BARLEY
-122.20588235294117,39.972972972972975,BARLEY
-122.19411764705882,39.972972972972975,BARLEY
-122.18235294117648,39.972972972972975,BARLEY
-122.17058823529412,39.972972972972975,BARLEY
-122.15882352941176,39.972972972972975,BARLEY
-122.1470588235294,39.972972972972975,BARLEY
-122.13529411764706,39.972972972972975,BARLEY
-122.12352941176471,39.972972972972975,BARLEY
-122.11176470588235,39.972972972972975,BARLEY
-122.1,39.972972972972975,BARLEY
-122.08823529411765,39.972972972972975,BARLEY
-122.0764705882353,39.972972972972975,BARLEY
-122.06470588235294,39.972972972972975,BARLEY
-122.05294117647058,39.972972972972975,BARLEY
-122.04117647058824,39.972972972972975,BARLEY
-122.02941176470588,39.972972972972975,BARLEY
-122.01764705882353,39.972972972972975,BARLEY
-122.00588235294117,39.972972972972975,BARLEY
-121.99411764705883,39.972972972972975,BARLEY
-121.98235294117647,39.972972972972975,BARLEY
-121.97058823529412,39.972972972972975,BARLEY
-121.95882352941176,39.972972972972975,BARLEY
-121.94705882352942,39.972972972972975,BARLEY
-121.93529411764706,39.972972972972975,BARLEY
-121.9235294117647,39.972972972972975,BARLEY
-121.91176470588235,39.972972972972975,BARLEY
-121.9,39.972972972972975,BARLEY
-121.88823529411765,39.972972972972975,BARLEY
-121.87647058823529,39.972972972972975,BARLEY
-121.86470588235294,39.972972972972975,BARLEY
-121.8529411764706,39.972972972972975,BARLEY
-121.84117647058824,39.972972972972975,BARLEY
-121.82941176470588,39.972972972972975,BARLEY
-121.81764705882352,39.972972972972975,BARLEY
-121.80588235294118,39.972972972972975,BARLEY
-121.79411764705883,39.972972972972975,BARLEY
-121.78235294117647,39.972972972972975,BARLEY
-121.77058823529411,39.972972972972975,BARLEY
-121.75882352941177,39.972972972972975,BARLEY
-121.74705882352941,39.972972972972975,BARLEY
-121.73529411764706,39.972972972972975,BARLEY
-121.7235294117647,39.972972972972975,BARLEY
-121.71176470588236,39.972972972972975,BARLEY
-121.7,39.972972972972975,BARLEY
-121.68823529411765,39.972972972972975,BARLEY
-121.67647058823529,39.972972972972975,BARLEY
-121.66470588235295,39.972972972972975,BARLEY
-121.65294117647059,39.972972972972975,BARLEY
-121.64117647058823,39.972972972972975,BARLEY
-121.62941176470588,39.972972972972975,BARLEY
-121.61764705882354,39.972972972972975,BARLEY
-121.60588235294118,39.972972972972975,BARLEY
-121.59411764705882,39.972972972972975,BARLEY
-121.58235294117647,39.972972972972975,BARLEY
-121.57058823529412,39.972972972972975,BARLEY
-121.55882352941177,39.972972972972975,BARLEY
-121.54705882352941,39.972972972972975,BARLEY
-121.53529411764706,39.972972972972975,BARLEY
-121.52352941176471,39.972972972972975,BARLEY
-121.51176470588236,39.972972972972975,BARLEY
-122.5,39.96396396396396,BARLEY
-122.48823529411764,39.96396396396396,BARLEY
-122.47647058823529,39.96396396396396,BARLEY
-122.46470588235294,39.96396396396396,BARLEY
-122.45294117647059,39.96396396396396,BARLEY
-122.44117647058823,39.96396396396396,BARLEY
-122.42941176470588,39.96396396396396,BARLEY
-122.41764705882353,39.96396396396396,BARLEY
-122.40588235294118,39.96396396396396,BARLEY
-122.39411764705882,39.96396396396396,BARLEY
-122.38235294117646,39.96396396396396,BARLEY
-122.37058823529412,39.96396396396396,BARLEY
-122.35882352941177,39.96396396396396,BARLEY
-122.34705882352941,39.96396396396396,BARLEY
-122.33529411764705,39.96396396396396,BARLEY
-122.32352941176471,39.96396396396396,BARLEY
-122.31176470588235,39.96396396396396,BARLEY
-122.3,39.96396396396396,BARLEY
-122.28823529411764,39.96396396396396,BARLEY
-122.2764705882353,39.96396396396396,BARLEY
-122.26470588235294,39.96396396396396,BARLEY
-122.25294117647059,39.96396396396396,BARLEY
-122.24117647058823,39.96396396396396,BARLEY
-122.22941176470589,39.96396396396396,BARLEY
-122.21764705882353,39.96396396396396,BARLEY
-122.20588235294117,39.96396396396396,BARLEY
-122.19411764705882,39.96396396396396,BARLEY
-122.18235294117648,39.96396396396396,BARLEY
-122.17058823529412,39.96396396396396,BARLEY
-122.15882352941176,39.96396396396396,BARLEY
-122.1470588235294,39.96396396396396,BARLEY
-122.13529411764706,39.96396396396396,BARLEY
-122.12352941176471,39.96396396396396,BARLEY
-122.11176470588235,39.96396396396396,BARLEY
-122.1,39.96396396396396,BARLEY
-122.08823529411765,39.96396396396396,BARLEY
-122.0764705882353,39.96396396396396,BARLEY
-122.06470588235294,39.96396396396396,BARLEY
-122.05294117647058,39.96396396396396,BARLEY
-122.04117647058824,39.96396396396396,BARLEY
-122.02941176470588,39.96396396396396,BARLEY
-122.01764705882353,39.96396396396396,BARLEY
-122.00588235294117,39.96396396396396,BARLEY
-121.99411764705883,39.96396396396396,BARLEY
-121.98235294117647,39.96396396396396,BARLEY
-121.97058823529412,39.96396396396396,BARLEY
-121.95882352941176,39.96396396396396,BARLEY
-121.94705882352942,39.96396396396396,BARLEY
-121.93529411764706,39.96396396396396,BARLEY
-121.9235294117647,39.96396396396396,BARLEY
-121.91176470588235,39.96396396396396,BARLEY
-121.9,39.96396396396396,BARLEY
-121.88823529411765,39.96396396396396,BARLEY
-121.87647058823529,39.96396396396396,BARLEY
-121.86470588235294,39.96396396396396,BARLEY
-121.8529411764706,39.96396396396396,BARLEY
-121.84117647058824,39.96396396396396,BARLEY
-121.82941176470588,39.96396396396396,BARLEY
-121.81764705882352,39.96396396396396,BARLEY
-121.80588235294118,39.96396396396396,BARLEY
-121.79411764705883,39.96396396396396,BARLEY
-121.78235294117647,39.96396396396396,BARLEY
-121.77058823529411,39.96396396396396,BARLEY
-121.75882352941177,39.96396396396396,BARLEY
-121.74705882352941,39.96396396396396,BARLEY
-121.73529411764706,39.96396396396396,BARLEY
-121.7235294117647,39.96396396396396,BARLEY
-121.71176470588236,39.96396396396396,BARLEY
-121.7,39.96396396396396,BARLEY
-121.68823529411765,39.96396396396396,BARLEY
-121.67647058823529,39.96396396396396,BARLEY
-121.66470588235295,39.96396396396396,BARLEY
-121.65294117647059,39.96396396396396,BARLEY
-121.64117647058823,39.96396396396396,BARLEY
-121.62941176470588,39.96396396396396,BARLEY
-121.61764705882354,39.96396396396396,BARLEY
-121.60588235294118,39.96396396396396,BARLEY
-121.59411764705882,39.96396396396396,BARLEY
-121.58235294117647,39.96396396396396,BARLEY
-121.57058823529412,39.96396396396396,BARLEY
-121.55882352941177,39.96396396396396,BARLEY
-121.54705882352941,39.96396396396396,BARLEY
-121.53529411764706,39.96396396396396,BARLEY
-121.52352941176471,39.96396396396396,BARLEY
-121.51176470588236,39.96396396396396,BARLEY
-122.5,39.95495495495496,BARLEY
-122.48823529411764,39.95495495495496,BARLEY
-122.47647058823529,39.95495495495496,BARLEY
-122.46470588235294,39.95495495495496,BARLEY
-122.45294117647059,39.95495495495496,CORN
-122.44117647058823,39.95495495495496,CORN
-122.42941176470588,39.95495495495496,CORN
-122.41764705882353,39.95495495495496,CORN
-122.40588235294118,39.95495495495496,CORN
-122.39411764705882,39.95495495495496,CORN
-122.38235294117646,39.95495495495496,CORN
-122.37058823529412,39.95495495495496,CORN
-122.35882352941177,39.95495495495496,CORN
-122.34705882352941,39.95495495495496,CORN
-122.33529411764705,39.95495495495496,CORN
-122.32352941176471,39.95495495495496,CORN
-122.31176470588235,39.95495495495496,CORN
-122.3,39.95495495495496,CORN
-122.28823529411764,39.95495495495496,CORN
-122.2764705882353,39.95495495495496,CORN
-122.26470588235294,39.95495495495496,CORN
-122.25294117647059,39.95495495495496,CORN
-122.24117647058823,39.95495495495496,CORN
-122.22941176470589,39.95495495495496,CORN
-122.21764705882353,39.95495495495496,CORN
-122.20588235294117,39.95495495495496,CORN
-122.19411764705882,39.95495495495496,CORN
-122.18235294117648,39.95495495495496,CORN
-122.17058823529412,39.95495495495496,CORN
-122.15882352941176,39.95495495495496,CORN
-122.1470588235294,39.95495495495496,CORN
-122.13529411764706,39.95495495495496,CORN
-122.12352941176471,39.95495495495496,CORN
-122.11176470588235,39.95495495495496,CORN
-122.1,39.95495495495496,CORN
-122.08823529411765,39.95495495495496,CORN
-122.0764705882353,39.95495495495496,CORN
-122.06470588235294,39.95495495495496,CORN
-122.05294117647058,39.95495495495496,CORN
-122.04117647058824,39.95495495495496,CORN
-122.02941176470588,39.95495495495496,CORN
-122.01764705882353,39.95495495495496,CORN
-122.00588235294117,39.95495495495496,CORN
-121.99411764705883,39.95495495495496,CORN
-121.98235294117647,39.95495495495496,CORN
-121.97058823529412,39.95495495495496,CORN
-121.95882352941176,39.95495495495496,CORN
-121.94705882352942,39.95495495495496,CORN
-121.93529411764706,39.95495495495496,CORN
-121.9235294117647,39.95495495495496,CORN
-121.91176470588235,39.95495495495496,CORN
-121.9,39.95495495495496,CORN
-121.88823529411765,39.95495495495496,CORN
-121.87647058823529,39.95495495495496,CORN
-121.86470588235294,39.95495495495496,CORN
-121.8529411764706,39.95495495495496,CORN
-121.84117647058824,39.95495495495496,CORN
-121.82941176470588,39.95495495495496,CORN
-121.81764705882352,39.95495495495496,CORN
-121.80588235294118,39.95495495495496,CORN
-121.79411764705883,39.95495495495496,CORN
-121.78235294117647,39.95495495495496,CORN
-121.77058823529411,39.95495495495496,CORN
-121.75882352941177,39.95495495495496,CORN
-121.74705882352941,39.95495495495496,CORN
-121.73529411764706,39.95495495495496,CORN
-121.7235294117647,39.95495495495496,CORN
-121.71176470588236,39.95495495495496,CORN
-121.7,39.95495495495496,CORN
-121.68823529411765,39.95495495495496,CORN
-121.67647058823529,39.95495495495496,CORN
-121.66470588235295,39.95495495495496,CORN
-121.65294117647059,39.95495495495496,CORN
-121.64117647058823,39.95495495495496,CORN
-121.62941176470588,39.95495495495496,CORN
-121.61764705882354,39.95495495495496,CORN
-121.60588235294118,39.95495495495496,CORN
-121.59411764705882,39.95495495495496,CORN
-121.58235294117647,39.95495495495496,CORN
-121.57058823529412,39.95495495495496,CORN
-121.55882352941177,39.95495495495496,CORN
-121.54705882352941,39.95495495495496,CORN
-121.53529411764706,39.95495495495496,CORN
-121.52352941176471,39.95495495495496,CORN
-121.51176470588236,39.95495495495496,CORN
-122.5,39.945945945945944,CORN
-122.48823529411764,39.945945945945944,CORN
-122.47647058823529,39.945945945945944,CORN
-122.46470588235294,39.945945945945944,CORN
-122.45294117647059,39.945945945945944,CORN
-122.44117647058823,39.945945945945944,CORN
-122.42941176470588,39.945945945945944,CORN
-122.41764705882353,39.945945945945944,CORN
-122.40588235294118,39.945945945945944,CORN
-122.39411764705882,39.945945945945944,CORN
-122.38235294117646,39.945945945945944,CORN
-122.37058823529412,39.945945945945944,CORN
-122.35882352941177,39.945945945945944,CORN
-122.34705882352941,39.945945945945944,CORN
-122.33529411764705,39.945945945945944,CORN
-122.32352941176471,39.945945945945944,CORN
-122.31176470588235,39.945945945945944,CORN
-122.3,39.945945945945944,CORN
-122.28823529411764,39.945945945945944,CORN
-122.2764705882353,39.945945945945944,CORN
-122.26470588235294,39.945945945945944,CORN
-122.25294117647059,39.945945945945944,CORN
-122.24117647058823,39.945945945945944,CORN
-122.22941176470589,39.945945945945944,CORN
-122.21764705882353,39.945945945945944,CORN
-122.20588235294117,39.945945945945944,CORN
-122.19411764705882,39.945945945945944,CORN
-122.18235294117648,39.945945945945944,CORN
-122.17058823529412,39.945945945945944,CORN
-122.15882352941176,39.945945945945944,CORN
-122.1470588235294,39.945945945945944,CORN
-122.13529411764706,39.945945945945944,CORN
-122.12352941176471,39.945945945945944,CORN
-122.11176470588235,39.945945945945944,CORN
-122.1,39.945945945945944,CORN
-122.08823529411765,39.945945945945944,CORN
-122.0764705882353,39.945945945945944,CORN
-122.06470588235294,39.945945945945944,CORN
-122.05294117647058,39.945945945945944,CORN
-122.04117647058824,39.945945945945944,CORN
-122.02941176470588,39.945945945945944,CORN
-122.01764705882353,39.945945945945944,CORN
-122.00588235294117,39.945945945945944,CORN
-121.99411764705883,39.945945945945944,CORN
-121.98235294117647,39.945945945945944,CORN
-121.97058823529412,39.945945945945944,CORN
-121.95882352941176,39.945945945945944,CORN
-121.94705882352942,39.945945945945944,CORN
-121.93529411764706,39.945945945945944,CORN
-121.9235294117647,39.945945945945944,CORN
-121.91176470588235,39.945945945945944,CORN
-121.9,39.945945945945944,CORN
-121.88823529411765,39.945945945945944,CORN
-121.87647058823529,39.945945945945944,CORN
-121.86470588235294,39.945945945945944,CORN
-121.8529411764706,39.945945945945944,CORN
-121.84117647058824,39.945945945945944,CORN
-121.82941176470588,39.945945945945944,CORN
-121.81764705882352,39.945945945945944,CORN
-121.80588235294118,39.945945945945944,CORN
-121.79411764705883,39.945945945945944,CORN
-121.78235294117647,39.945945945945944,CORN
-121.77058823529411,39.945945945945944,CORN
-121.75882352941177,39.945945945945944,CORN
-121.74705882352941,39.945945945945944,CORN
-121.73529411764706,39.945945945945944,CORN
-121.7235294117647,39.945945945945944,CORN
-121.71176470588236,39.945945945945944,CORN
-121.7,39.945945945945944,CORN
-121.68823529411765,39.945945945945944,CORN
-121.67647058823529,39.945945945945944,CORN
-121.66470588235295,39.945945945945944,CORN
-121.65294117647059,39.945945945945944,CORN
-121.64117647058823,39.945945945945944,CORN
-121.62941176470588,39.945945945945944,CORN
-121.61764705882354,39.945945945945944,CORN
-121.60588235294118,39.945945945945944,CORN
-121.59411764705882,39.945945945945944,CORN
-121.58235294117647,39.945945945945944,CORN
-121.57058823529412,39.945945945945944,CORN
-121.55882352941177,39.945945945945944,CORN
-121.54705882352941,39.945945945945944,CORN
-121.53529411764706,39.945945945945944,CORN
-121.52352941176471,39.945945945945944,CORN
-121.51176470588236,39.945945945945944,CORN
-122.5,39.93693693693694,CORN
-122.48823529411764,39.93693693693694,CORN
-122.47647058823529,39.93693693693694,CORN
-122.46470588235294,39.93693693693694,CORN
-122.45294117647059,39.93693693693694,CORN
-122.44117647058823,39.93693693693694,CORN
-122.42941176470588,39.93693693693694,CORN
-122.41764705882353,39.93693693693694,CORN
-122.40588235294118,39.93693693693694,CORN
-122.39411764705882,39.93693693693694,CORN
-122.38235294117646,39.93693693693694,CORN
-122.37058823529412,39.93693693693694,CORN
-122.35882352941177,39.93693693693694,CORN
-122.34705882352941,39.93693693693694,CORN
-122.33529411764705,39.93693693693694,CORN
-122.32352941176471,39.93693693693694,CORN
-122.31176470588235,39.93693693693694,CORN
-122.3,39.93693693693694,CORN
-122.28823529411764,39.93693693693694,CORN
-122.2764705882353,39.93693693693694,CORN
-122.26470588235294,39.93693693693694,CORN
-122.25294117647059,39.93693693693694,CORN
-122.24117647058823,39.93693693693694,CORN
-122.22941176470589,39.93693693693694,CORN
-122.21764705882353,39.93693693693694,CORN
-122.20588235294117,39.93693693693694,CORN
-122.19411764705882,39.93693693693694,CORN
-122.18235294117648,39.93693693693694,CORN
-122.17058823529412,39.93693693693694,CORN
-122.15882352941176,39.93693693693694,CORN
-122.1470588235294,39.93693693693694,CORN
-122.13529411764706,39.93693693693694,CORN
-122.12352941176471,39.93693693693694,CORN
-122.11176470588235,39.93693693693694,CORN
-122.1,39.93693693693694,CORN
-122.08823529411765,39.93693693693694,CORN
-122.0764705882353,39.93693693693694,CORN
-122.06470588235294,39.93693693693694,CORN
-122.05294117647058,39.93693693693694,CORN
-122.04117647058824,39.93693693693694,CORN
-122.02941176470588,39.93693693693694,CORN
-122.01764705882353,39.93693693693694,CORN
-122.00588235294117,39.93693693693694,CORN
-121.99411764705883,39.93693693693694,CORN
-121.98235294117647,39.93693693693694,CORN
-121.97058823529412,39.93693693693694,CORN
-121.95882352941176,39.93693693693694,CORN
-121.94705882352942,39.93693693693694,CORN
-121.93529411764706,39.93693693693694,CORN
-121.9235294117647,39.93693693693694,CORN
-121.91176470588235,39.93693693693694,CORN
-121.9,39.93693693693694,CORN
-121.88823529411765,39.93693693693694,CORN
